x,cluster_id,target
-0.511530626,1,1
0.246077443,1,1
-0.082420399,1,0
0.696744674,1,0
0.454067311,1,0
-0.617390804,2,0
-0.456842349,2,1
-0.65512422,2,0
0.067632179,2,1
-0.332285552,2,0
0.885432124,3,1
0.927435775,3,1
-0.357104166,3,0
0.351858292,3,1
-0.75335097,3,0
0.419693974,4,1
0.530741256,4,0
-0.336872568,4,1
-0.567277073,4,1
-0.101626965,4,0
-0.211608588,5,0
0.149644267,5,0
0.388405882,5,1
-0.879202866,5,1
0.355438844,5,1
0.636772124,6,0
0.761780801,6,0
-0.826125349,6,0
-0.503113226,6,0
0.673654102,6,0
-0.249978924,7,0
0.148248388,7,0
-0.489474253,7,1
-0.964325739,7,1
-0.129179204,7,1
0.813019081,8,0
0.953337324,8,0
-0.092141666,8,1
-0.048682156,8,0
0.514309254,8,1
-0.022186305,9,1
0.627718647,9,0
0.391017126,9,1
0.871833493,9,1
-0.776301936,9,0
0.55121302,10,0
0.659714361,10,1
0.109201696,10,0
-0.046541336,10,1
-0.756751764,10,0
-0.51915627,11,1
0.62000356,11,0
0.291830632,11,1
0.173837192,11,0
-0.145333275,11,1
0.7213904,12,0
-0.12050921,12,0
-0.24871377,12,0
-0.091455505,12,0
-0.118642944,12,0
0.878186227,13,0
-0.32080682,13,1
-0.419674865,13,0
-0.276163903,13,0
0.660047799,13,0
-0.717552385,14,1
0.130599559,14,0
-0.175088689,14,1
-0.218776846,14,1
-0.390464912,14,1
-0.480696643,15,0
0.884065206,15,1
-0.286460057,15,1
-0.788502092,15,1
-0.217385362,15,1
-0.117677011,16,0
0.724560543,16,0
0.001578957,16,1
-0.565416808,16,0
-0.238674256,16,0
0.899684037,17,0
-0.615644205,17,0
-0.135607356,17,0
0.086310776,17,1
-0.486657466,17,1
-0.073186291,18,0
-0.52099856,18,0
0.101193379,18,0
0.149206036,18,0
0.64168182,18,0
0.91954199,19,1
0.753407512,19,0
-0.177445665,19,0
0.474253939,19,0
-0.076253512,19,0
0.395308476,20,0
0.16248444,20,1
-0.084616749,20,1
0.050561333,20,0
-0.469372874,20,0
-0.541709323,21,0
0.253680601,21,0
0.676989945,21,1
-0.620683203,21,0
-0.781499135,21,0
-0.228817481,22,0
-0.672953557,22,0
0.748018737,22,0
-0.322173823,22,0
-0.036146544,22,0
-0.219326094,23,0
-0.425370371,23,0
0.708162563,23,0
-0.453083694,23,0
-0.466754225,23,1
0.435661227,24,0
-0.141427668,24,0
0.703313351,24,0
-0.260401971,24,0
0.367470305,24,1
0.891260338,25,0
0.683610662,25,1
0.852612541,25,0
0.473707718,25,1
-0.710126725,25,1
-0.093610287,26,0
0.337536398,26,0
-0.071648822,26,1
-0.805438122,26,1
-0.350501123,26,0
-0.592937142,27,1
0.869845362,27,1
-0.43917143,27,0
-0.726450691,27,0
-0.603173084,27,0
0.428772227,28,1
0.180814966,28,1
0.286114784,28,1
-0.245860398,28,0
-0.275875455,28,1
0.240549239,29,0
0.515418725,29,1
0.781167143,29,1
-0.195615857,29,1
0.758442589,29,0
0.462181356,30,0
-0.961668175,30,1
0.102797465,30,0
-0.200822496,30,0
-0.007418155,30,0
0.3662081,31,1
0.274499463,31,0
0.755914572,31,1
0.612326204,31,0
-0.43167185,31,1
0.07153684,32,1
0.101714851,32,1
-0.595092786,32,1
0.89733287,32,0
-0.69771599,32,1
0.157732458,33,1
-0.585536766,33,0
0.9393314,33,0
0.511005366,33,0
-0.973360172,33,0
0.306991174,34,1
0.958036091,34,1
-0.676336963,34,1
-0.982450389,34,0
-0.341606889,34,1
0.742820478,35,0
-0.077806544,35,0
0.712319235,35,1
0.803990622,35,0
-0.295985767,35,0
0.939234174,36,0
-0.25935597,36,0
0.878077954,36,0
0.277820962,36,1
0.301034564,36,1
0.134902241,37,0
0.841445867,37,0
0.189079429,37,0
-0.547662271,37,1
0.811155995,37,0
0.894527806,38,0
0.181344796,38,0
-0.110522274,38,0
-0.961006488,38,0
-0.674621847,38,1
0.322790631,39,1
-0.971857522,39,0
-0.253100736,39,0
0.549159099,39,1
0.6007232,39,1
-0.79534528,40,1
-0.618392655,40,0
-0.438300394,40,0
-0.197853581,40,0
0.090050845,40,0
-0.875922957,41,1
0.494925821,41,0
-0.862067365,41,0
0.539440663,41,1
-0.918969531,41,1
-0.312183024,42,1
0.019335385,42,0
-0.126421626,42,1
-0.993886186,42,1
-0.460451266,42,1
0.790342837,43,1
0.231004012,43,1
-0.484708956,43,1
0.098187281,43,1
0.011704341,43,1
0.558824841,44,0
0.769122515,44,0
-0.59782421,44,1
0.236752545,44,0
-0.866820263,44,0
0.326747798,45,0
0.915071235,45,0
-0.475621223,45,1
-0.845732272,45,1
-0.804423817,45,1
-0.057320012,46,0
0.478849698,46,0
-0.864255684,46,1
-0.160869493,46,1
0.186936459,46,0
-3.07E-05,47,0
-0.264185178,47,1
-0.590398223,47,0
-0.791157586,47,1
-0.422273997,47,1
-0.79127596,48,1
-0.978061293,48,1
-0.474393055,48,1
-0.901540802,48,1
0.157468069,48,1
-0.883875571,49,1
-0.204193791,49,1
-0.143086965,49,0
-0.650001511,49,0
-0.713756992,49,1
-0.101036325,50,1
0.302790833,50,1
-0.663172284,50,0
0.028106533,50,1
-0.533944855,50,0
-0.381836268,51,1
-0.884481076,51,0
-0.891601172,51,1
-0.368768839,51,1
-0.497736409,51,0
-0.724900568,52,1
0.627996027,52,0
0.42091762,52,0
0.366495049,52,0
0.968167156,52,0
-0.24485874,53,1
0.631563499,53,0
-0.975190679,53,0
-0.33397069,53,1
-0.373175151,53,1
0.550830189,54,0
-0.996547582,54,1
0.546096775,54,1
0.923910818,54,0
0.679530634,54,0
0.026893535,55,0
0.871289624,55,0
0.79271491,55,0
-0.334356293,55,1
-0.138103805,55,1
0.456362498,56,1
0.96206434,56,1
0.078611126,56,1
-0.631156532,56,0
-0.843663386,56,1
0.597963855,57,0
-0.183821317,57,0
-0.008731578,57,0
0.074464065,57,0
0.532853632,57,0
-0.60126817,58,0
-0.814905551,58,0
0.643504113,58,0
0.974789583,58,0
0.680285637,58,0
0.237680485,59,1
0.886482512,59,0
-0.380608536,59,0
0.964567728,59,1
-0.764466549,59,0
-0.1858271,60,0
-0.872826097,60,1
-0.004516323,60,1
-0.930681331,60,1
0.486497829,60,0
-0.914119424,61,1
-0.534490587,61,1
0.031677294,61,0
0.91110388,61,0
0.737948929,61,0
-0.092685785,62,1
0.276597915,62,0
0.056255182,62,0
-0.946652215,62,0
-0.532146788,62,0
0.068337403,63,0
0.837663526,63,1
0.866403196,63,0
-0.251797316,63,0
0.689745384,63,1
0.093475539,64,1
0.934803635,64,0
0.32584239,64,0
0.325209495,64,0
0.900510325,64,0
-0.998995902,65,0
0.810054477,65,1
0.479375503,65,0
0.632934682,65,1
0.168746081,65,1
-0.289629824,66,0
-0.914256049,66,0
0.205004239,66,0
-0.104582435,66,1
0.832807754,66,0
-0.498339568,67,1
0.18418782,67,1
-0.342570497,67,1
-0.361185712,67,1
0.36255261,67,0
0.890898005,68,1
-0.446058266,68,1
0.556922701,68,1
-0.485544577,68,1
0.687649109,68,1
-0.854818427,69,1
0.426612936,69,0
0.136786217,69,0
-0.726045544,69,1
0.41834268,69,0
-0.151673422,70,1
0.432489695,70,1
-0.087486649,70,0
0.76563089,70,0
0.94560869,70,0
-0.981986168,71,1
-0.218234004,71,0
0.026504076,71,1
-0.487453825,71,0
-0.817893672,71,1
-0.831076595,72,0
0.457333574,72,0
-0.54432345,72,0
0.06378254,72,1
0.029472515,72,1
-0.71480776,73,0
-0.409096105,73,1
-0.294237819,73,0
0.878562761,73,1
0.839347576,73,0
-0.399134604,74,1
-0.411796988,74,0
-0.513459112,74,1
-0.915458333,74,0
-0.690464007,74,0
0.723932015,75,0
0.62079965,75,1
0.757903879,75,0
0.659497973,75,1
-0.456253096,75,1
-0.835247956,76,1
0.901897448,76,0
-0.798294727,76,0
-0.131906456,76,0
0.64095347,76,0
-0.797343317,77,0
0.919436164,77,1
-0.240426457,77,0
-0.577353736,77,1
0.200767431,77,0
-0.901753398,78,0
0.426204914,78,0
0.099306663,78,0
0.299865204,78,0
0.826738935,78,0
0.783608028,79,0
-0.561540511,79,1
0.182632382,79,0
-0.766788203,79,0
0.394686872,79,0
0.84298622,80,0
0.694910001,80,1
-0.358637977,80,1
-0.13208982,80,1
-0.466791409,80,0
-0.571386857,81,0
0.012920359,81,1
-0.222173251,81,1
-0.158941361,81,0
-0.817588244,81,1
0.355680401,82,0
0.039636159,82,1
0.769657153,82,1
0.385596341,82,1
-0.629947981,82,0
-0.704959373,83,0
-0.898363121,83,1
-0.615410174,83,1
0.786346379,83,1
-0.732318971,83,1
0.969000769,84,0
-0.032262413,84,0
-0.260531201,84,1
0.843392708,84,0
0.652627768,84,1
-0.473066423,85,1
-0.058514531,85,1
-0.470361661,85,1
-0.757304315,85,1
-0.020205193,85,1
-0.037582045,86,0
-0.670675966,86,1
0.683232236,86,1
0.68988095,86,1
0.595411835,86,0
-0.237277278,87,1
0.325455593,87,1
0.741967786,87,0
0.136063975,87,0
0.477470791,87,0
0.363856541,88,1
0.573362524,88,1
0.104690245,88,1
-0.860896417,88,1
-0.347626832,88,1
-0.907175062,89,1
0.580202815,89,0
0.047028356,89,0
0.324046015,89,0
-0.279884203,89,0
0.966112129,90,1
-0.265578479,90,0
0.194264694,90,0
-0.081400422,90,0
0.141885869,90,0
0.890530935,91,0
0.81543516,91,0
-0.355777425,91,1
-0.797324952,91,1
-0.463176475,91,1
0.665858901,92,1
0.896334896,92,0
-0.774398873,92,0
0.1769746,92,1
0.706565437,92,0
0.191545421,93,1
0.399198078,93,1
-0.804691051,93,1
0.382996077,93,0
0.546288431,93,0
-0.921668637,94,0
0.757457507,94,0
-0.752063849,94,0
0.524954239,94,1
0.951213318,94,0
-0.749677904,95,1
-0.009185931,95,0
0.853045959,95,1
-0.903992476,95,0
-0.234131422,95,1
-0.161219675,96,0
0.933732687,96,1
-0.260369155,96,1
0.357882636,96,1
0.932071058,96,0
0.322794321,97,0
0.019925338,97,0
0.955322043,97,1
0.942791499,97,0
0.773081307,97,0
0.268748724,98,1
0.354978993,98,0
-0.745361232,98,0
-0.568169752,98,1
0.224935022,98,0
0.632748695,99,0
-0.338489074,99,0
0.557937826,99,1
0.548812209,99,0
-0.392159192,99,1
0.162407301,100,0
-0.173475093,100,0
-0.24471068,100,1
-0.216793978,100,0
0.940119296,100,0
-0.899776587,101,0
-0.754628149,101,0
0.502397115,101,0
-0.788414552,101,0
-0.863409764,101,0
-0.542785585,102,1
0.270249919,102,1
-0.25046369,102,0
-0.878027594,102,1
-0.757147219,102,1
0.661136688,103,0
0.544444562,103,0
0.58913863,103,0
-0.508065461,103,0
0.93885676,103,1
-0.174192542,104,0
-0.764310109,104,0
-0.574732332,104,1
0.660371621,104,1
0.486190928,104,0
-0.170563911,105,0
0.685771997,105,0
0.170979827,105,0
0.118885975,105,1
-0.321246242,105,1
0.59448283,106,0
0.32189197,106,0
-0.426968742,106,0
-0.733580046,106,0
-0.282084789,106,0
-0.63301278,107,0
0.328032724,107,1
0.588129809,107,1
0.456011595,107,0
-0.996100125,107,1
-0.873333718,108,1
-0.214972342,108,0
0.749010855,108,1
-0.342979472,108,0
-0.463115341,108,1
0.544641273,109,0
-0.18617645,109,0
0.333256261,109,1
-0.018406338,109,0
-0.824345866,109,0
-0.790608952,110,1
0.861893801,110,0
0.539765192,110,0
0.708907614,110,0
-0.160379898,110,1
0.849490782,111,1
0.054486569,111,0
-0.669396903,111,0
-0.326459318,111,0
0.943170207,111,0
0.370914759,112,0
0.772036726,112,0
0.308316235,112,1
0.752644929,112,1
0.692056366,112,0
-0.773787548,113,1
-0.489633377,113,1
-0.054237642,113,0
0.80591716,113,0
0.149341751,113,0
0.031670266,114,1
-0.828846867,114,0
-0.868779593,114,1
-0.159669266,114,0
-0.516523613,114,1
0.563136905,115,0
0.428992804,115,0
0.247164876,115,0
-0.72926763,115,0
0.190650103,115,1
-0.938264185,116,1
0.852048711,116,1
-0.207944488,116,0
-0.549525659,116,1
0.388560636,116,0
0.572274829,117,0
0.663970476,117,0
0.714312212,117,0
-0.873499522,117,0
-0.808828279,117,0
0.487558519,118,1
-0.953484777,118,1
-0.411062743,118,0
0.663233998,118,1
-0.637680789,118,0
-0.197966234,119,0
-0.40217075,119,1
0.983388753,119,1
-0.101490264,119,1
0.249996211,119,0
0.010397527,120,1
-0.021967002,120,1
-0.124627413,120,0
-0.916533618,120,0
-0.597760248,120,0
-0.581713434,121,0
0.203103884,121,0
-0.832012694,121,1
0.209849718,121,0
0.995610775,121,0
0.162865367,122,0
-0.799324809,122,1
-0.234998091,122,1
0.465658983,122,0
0.123810011,122,1
0.820239968,123,1
-0.859823404,123,0
-0.253919412,123,1
-0.513351665,123,1
0.11480234,123,1
-0.881104413,124,0
-0.720682051,124,1
-0.64025388,124,0
-0.004769199,124,0
-0.26294144,124,0
-0.281904816,125,1
0.953008086,125,0
-0.548757093,125,0
0.012281696,125,1
0.449477315,125,0
-0.167419998,126,1
-0.595008264,126,1
-0.462938559,126,0
-0.877659705,126,0
-0.581007598,126,1
0.589486464,127,1
-0.345768754,127,0
0.160081632,127,0
0.757827828,127,0
-0.895378159,127,0
0.744618011,128,1
-0.518456914,128,1
-0.2469098,128,0
0.605367338,128,0
0.071702196,128,0
-0.681484099,129,1
0.183935038,129,1
0.561598172,129,1
-0.31633225,129,0
-0.256691052,129,0
-0.112707687,130,1
-0.84379669,130,0
0.015692455,130,0
0.362216689,130,1
0.729885516,130,0
-0.987186224,131,1
0.091350871,131,0
-0.4822644,131,1
0.579958838,131,1
-0.068521035,131,0
0.912611484,132,0
0.198125514,132,0
-0.397431726,132,0
0.20282407,132,0
0.532891641,132,0
0.091217899,133,0
-0.44068263,133,0
0.833935383,133,0
-0.944327423,133,0
0.913587077,133,0
-0.834993078,134,1
0.933040378,134,0
-0.000172652,134,1
-0.810247917,134,1
0.599825391,134,1
-0.580023083,135,0
0.112133508,135,1
-0.791854727,135,0
0.42558135,135,1
-0.324378704,135,0
0.954848251,136,0
0.239893242,136,0
-0.890943873,136,1
0.148387805,136,0
0.909327302,136,0
-0.182834682,137,1
0.575616369,137,1
-0.123416308,137,1
0.398588329,137,1
-0.324114109,137,1
-0.120082134,138,0
-0.610568952,138,1
0.353187176,138,0
-0.536836147,138,0
0.873311894,138,1
-0.592924618,139,1
0.197526273,139,1
-0.387993278,139,0
0.875060025,139,0
-0.836845705,139,1
0.356145578,140,1
0.782377921,140,0
-0.149138905,140,1
0.948956873,140,1
-0.007940724,140,0
-0.809426475,141,0
0.716056474,141,0
0.790710293,141,0
-0.803288233,141,0
0.090163004,141,0
0.153691254,142,0
0.021344484,142,0
0.3008589,142,0
0.046615348,142,0
0.646815094,142,0
0.352439393,143,0
-0.85228856,143,0
0.08180977,143,0
-0.288143388,143,1
-0.610716166,143,0
0.473539264,144,0
0.109838563,144,0
-0.833537586,144,0
0.618175542,144,1
0.869991482,144,1
-0.186497123,145,0
-0.654902145,145,0
-0.779206412,145,0
-0.167235155,145,0
-0.901323224,145,0
0.765842752,146,1
0.466522018,146,1
0.726043113,146,1
-0.050967103,146,1
-0.899481343,146,1
-0.446981542,147,0
0.715884276,147,0
0.178490082,147,1
-0.606681554,147,1
-0.513566785,147,0
-0.465797631,148,0
-0.065646389,148,0
0.304129121,148,0
0.225026967,148,0
-0.692392453,148,1
-0.958539287,149,1
-0.670342271,149,1
-0.675042061,149,0
-0.697204781,149,1
-0.813710875,149,0
0.851854842,150,1
-0.784027932,150,1
-0.471850744,150,1
0.879457874,150,1
-0.808727297,150,1
0.763430167,151,1
-0.946615426,151,1
0.555332686,151,1
-0.568873302,151,0
-0.289201088,151,0
-0.522477153,152,0
0.763796131,152,0
-0.672746509,152,0
-0.777968463,152,1
0.868386026,152,0
-0.954063253,153,1
0.923147772,153,0
-0.997530431,153,0
0.542848941,153,0
0.179820051,153,0
0.651655463,154,0
0.02909288,154,0
0.102902404,154,1
-0.570525652,154,1
0.900070698,154,1
0.375270507,155,1
0.544952622,155,1
0.033794096,155,1
0.876586369,155,1
-0.237773699,155,0
-0.045189929,156,1
0.797415108,156,0
0.14857043,156,0
0.850118115,156,0
-0.185828183,156,0
0.702785484,157,1
0.687337189,157,0
0.449219307,157,0
-0.460798361,157,0
-0.683398115,157,1
0.39054636,158,0
-0.196118212,158,0
-0.331412448,158,0
-0.035418881,158,1
-0.710585758,158,0
0.118908573,159,1
-0.24176207,159,1
0.736396012,159,1
0.492922776,159,0
-0.844238105,159,1
-0.310172513,160,0
-0.824779597,160,0
-0.640935781,160,1
-0.047880968,160,0
-0.019615612,160,0
-0.85868389,161,0
0.107070493,161,0
0.73587994,161,1
-0.318693274,161,0
-0.133532061,161,0
-0.435164475,162,1
-0.992914554,162,1
-0.093030893,162,1
-0.188490476,162,1
0.461664249,162,1
0.167433527,163,0
0.911327081,163,0
-0.559441586,163,0
-0.389900966,163,0
-0.794418762,163,0
-0.458308845,164,0
0.010393104,164,1
-0.601353157,164,0
0.779004561,164,0
0.525940868,164,0
-0.368390162,165,1
0.339985022,165,1
0.733134091,165,0
0.079412852,165,1
0.838846781,165,1
0.962223914,166,0
-0.793792447,166,0
-0.246190361,166,0
0.613297667,166,0
-0.56022571,166,1
-0.085988882,167,0
-0.585449046,167,1
0.194133453,167,0
-0.342889657,167,0
0.920774263,167,1
-0.357113371,168,0
0.673158206,168,0
-0.759794667,168,0
-0.370518755,168,1
0.068954538,168,1
-0.866600915,169,1
-0.452922421,169,0
0.283480198,169,0
0.167986718,169,0
0.402204028,169,0
-0.164791572,170,1
0.775089713,170,0
-0.168712978,170,1
0.847110217,170,0
0.477253673,170,0
0.170590406,171,0
0.332942225,171,1
0.133065049,171,0
-0.379540023,171,1
0.340587131,171,1
0.777748866,172,0
0.72138962,172,0
-0.624083277,172,0
0.132948651,172,1
0.125623092,172,1
-0.30276276,173,1
-0.925561313,173,1
-0.708200288,173,0
0.78250819,173,0
0.010882185,173,1
0.605675226,174,0
-0.012188808,174,0
0.665940024,174,0
0.000334097,174,0
0.276529084,174,0
-0.306539276,175,1
-0.478426994,175,0
-0.445481242,175,0
0.605268538,175,1
0.645539835,175,0
-0.047362579,176,0
-0.114081292,176,0
0.615452509,176,1
0.880894092,176,1
0.57180531,176,1
-0.566340179,177,0
-0.400977141,177,0
-0.934809178,177,0
-0.622276478,177,0
-0.127097309,177,0
-0.630121288,178,0
0.6382018,178,0
-0.912118207,178,0
-0.121980305,178,0
0.849572773,178,0
-0.885632205,179,0
-0.787411488,179,0
-0.4398848,179,0
0.861141279,179,0
-0.03114039,179,0
0.532449095,180,1
0.807870898,180,1
-0.887155389,180,1
0.738690942,180,0
-0.513551171,180,0
0.582701006,181,1
0.959353487,181,1
0.362632123,181,1
-0.244434838,181,1
-0.584126066,181,0
-0.844795176,182,1
0.582721728,182,0
0.288966987,182,0
0.776928395,182,0
0.63846407,182,0
0.542033883,183,0
0.534799635,183,1
0.760622097,183,0
-0.376626002,183,1
0.238953846,183,0
0.449420155,184,0
0.691584035,184,1
0.815973932,184,1
0.839552655,184,0
-0.789468724,184,0
-0.667097252,185,1
0.053348408,185,1
0.871270701,185,0
-0.280149657,185,1
0.555650026,185,1
-0.715122132,186,1
0.519421096,186,0
-0.865434064,186,1
0.058629774,186,1
-0.75517327,186,0
-0.660428637,187,1
-0.223367673,187,0
-0.788733254,187,0
-0.671334308,187,0
0.237879246,187,0
-0.867183788,188,1
-0.114764558,188,0
0.368317215,188,0
0.713137546,188,0
-0.260052388,188,1
-0.013021325,189,0
0.282291685,189,1
-0.289426894,189,1
0.609689547,189,0
0.869306085,189,0
